GP Practice Code,GP Practice Name,UEC Site Code,UEC Site Name,duration
A84011,WHITE MEDICAL GROUP,RXPDA,DARLINGTON MEMORIAL HOSPITAL,3601.21
A84007,PONTELAND MEDICAL GROUP,RTDCA,PONTELAND ROAD URGENT TREATMENT CENTRE,709.99
A84011,WHITE MEDICAL GROUP,RTDCA,PONTELAND ROAD URGENT TREATMENT CENTRE,709.99
A84007,PONTELAND MEDICAL GROUP,RTFDH,BERWICK INFIRMARY,4215.01
A84011,WHITE MEDICAL GROUP,RTFDH,BERWICK INFIRMARY,4215.01
A84007,PONTELAND MEDICAL GROUP,RTFDJ,ALNWICK INFIRMARY,2147.57
A84011,WHITE MEDICAL GROUP,RTFDJ,ALNWICK INFIRMARY,2147.57
A84007,PONTELAND MEDICAL GROUP,RTFDR,HEXHAM GENERAL HOSPITAL,1583.51
A84011,WHITE MEDICAL GROUP,RTFDR,HEXHAM GENERAL HOSPITAL,1583.51
A84007,PONTELAND MEDICAL GROUP,RTFED,WANSBECK HOSPITAL,1424.51
A84011,WHITE MEDICAL GROUP,RTFED,WANSBECK HOSPITAL,1424.51
A84008,BELFORD MEDICAL PRACTICE,R0B01,SUNDERLAND ROYAL HOSPITAL,4180.17
A84008,BELFORD MEDICAL PRACTICE,RXPCP,UNIVERSITY HOSPITAL OF NORTH DURHAM,4911.75
A84008,BELFORD MEDICAL PRACTICE,RXPDA,DARLINGTON MEMORIAL HOSPITAL,5868.75
A84008,BELFORD MEDICAL PRACTICE,RTDCA,PONTELAND ROAD URGENT TREATMENT CENTRE,3063.79
A84008,BELFORD MEDICAL PRACTICE,RTFDH,BERWICK INFIRMARY,1334.56
A84008,BELFORD MEDICAL PRACTICE,RTFDJ,ALNWICK INFIRMARY,1118.28
A84008,BELFORD MEDICAL PRACTICE,RTFDR,HEXHAM GENERAL HOSPITAL,4251.9
A84008,BELFORD MEDICAL PRACTICE,RTFED,WANSBECK HOSPITAL,2803.52
A84013,THE GABLES MEDICAL GROUP,R0B01,SUNDERLAND ROYAL HOSPITAL,1785.75
A84013,THE GABLES MEDICAL GROUP,RXPCP,UNIVERSITY HOSPITAL OF NORTH DURHAM,2517.34
A84013,THE GABLES MEDICAL GROUP,RXPDA,DARLINGTON MEMORIAL HOSPITAL,3474.33
A84013,THE GABLES MEDICAL GROUP,RTDCA,PONTELAND ROAD URGENT TREATMENT CENTRE,1026.3
A84013,THE GABLES MEDICAL GROUP,RTFDH,BERWICK INFIRMARY,4166.85
A84013,THE GABLES MEDICAL GROUP,RTFDJ,ALNWICK INFIRMARY,2099.42
A84013,THE GABLES MEDICAL GROUP,RTFDR,HEXHAM GENERAL HOSPITAL,2214.41
A84013,THE GABLES MEDICAL GROUP,RTFED,WANSBECK HOSPITAL,423.17
A84018,CORBRIDGE HEALTH CENTRE,R0B01,SUNDERLAND ROYAL HOSPITAL,2576.47
A84018,CORBRIDGE HEALTH CENTRE,RXPCP,UNIVERSITY HOSPITAL OF NORTH DURHAM,2260.06
A84018,CORBRIDGE HEALTH CENTRE,RXPDA,DARLINGTON MEMORIAL HOSPITAL,3519.27
A84018,CORBRIDGE HEALTH CENTRE,RTDCA,PONTELAND ROAD URGENT TREATMENT CENTRE,1225.79
A84018,CORBRIDGE HEALTH CENTRE,RTFDH,BERWICK INFIRMARY,5091.23
A84018,CORBRIDGE HEALTH CENTRE,RTFDJ,ALNWICK INFIRMARY,3023.8
A84018,CORBRIDGE HEALTH CENTRE,RTFDR,HEXHAM GENERAL HOSPITAL,513.48
A84018,CORBRIDGE HEALTH CENTRE,RTFED,WANSBECK HOSPITAL,2197.56
A86031,FENHAM HALL SURGERY,R0B01,SUNDERLAND ROYAL HOSPITAL,1684.37
A86031,FENHAM HALL SURGERY,RXPCP,UNIVERSITY HOSPITAL OF NORTH DURHAM,2175.55
A86031,FENHAM HALL SURGERY,RXPDA,DARLINGTON MEMORIAL HOSPITAL,3132.54
A86031,FENHAM HALL SURGERY,RTDCA,PONTELAND ROAD URGENT TREATMENT CENTRE,106.61
A86031,FENHAM HALL SURGERY,RTFDH,BERWICK INFIRMARY,4332.75
A86031,FENHAM HALL SURGERY,RTFDJ,ALNWICK INFIRMARY,2265.32
A86031,FENHAM HALL SURGERY,RTFDR,HEXHAM GENERAL HOSPITAL,1462.57
A86031,FENHAM HALL SURGERY,RTFED,WANSBECK HOSPITAL,1439.08
A89015,"FULWELL MEDICAL CENTRE,",R0B01,SUNDERLAND ROYAL HOSPITAL,601.96
A89015,"FULWELL MEDICAL CENTRE,",RXPCP,UNIVERSITY HOSPITAL OF NORTH DURHAM,1854.45
A89015,"FULWELL MEDICAL CENTRE,",RXPDA,DARLINGTON MEMORIAL HOSPITAL,2811.44
A89015,"FULWELL MEDICAL CENTRE,",RTDCA,PONTELAND ROAD URGENT TREATMENT CENTRE,1727.6
A89015,"FULWELL MEDICAL CENTRE,",RTFDH,BERWICK INFIRMARY,5558.79
A89015,"FULWELL MEDICAL CENTRE,",RTFDJ,ALNWICK INFIRMARY,3491.35
A89015,"FULWELL MEDICAL CENTRE,",RTFDR,HEXHAM GENERAL HOSPITAL,2957.17
A89015,"FULWELL MEDICAL CENTRE,",RTFED,WANSBECK HOSPITAL,2368.49
A89623,CHESTER SURGERY,R0B01,SUNDERLAND ROYAL HOSPITAL,53.56
A89623,CHESTER SURGERY,RXPCP,UNIVERSITY HOSPITAL OF NORTH DURHAM,1693.5
A89623,CHESTER SURGERY,RXPDA,DARLINGTON MEMORIAL HOSPITAL,2632.54
A89623,CHESTER SURGERY,RTDCA,PONTELAND ROAD URGENT TREATMENT CENTRE,1632.87
A89623,CHESTER SURGERY,RTFDH,BERWICK INFIRMARY,5444.36
A89623,CHESTER SURGERY,RTFDJ,ALNWICK INFIRMARY,3376.92
A89623,CHESTER SURGERY,RTFDR,HEXHAM GENERAL HOSPITAL,2796.21
A89623,CHESTER SURGERY,RTFED,WANSBECK HOSPITAL,2254.06
A89616,RICKLETON MEDICAL CENTRE,R0B01,SUNDERLAND ROYAL HOSPITAL,866.19
A89616,RICKLETON MEDICAL CENTRE,RXPCP,UNIVERSITY HOSPITAL OF NORTH DURHAM,1163.61
A89616,RICKLETON MEDICAL CENTRE,RXPDA,DARLINGTON MEMORIAL HOSPITAL,2145.19
A89616,RICKLETON MEDICAL CENTRE,RTDCA,PONTELAND ROAD URGENT TREATMENT CENTRE,1446.58
A89616,RICKLETON MEDICAL CENTRE,RTFDH,BERWICK INFIRMARY,5376.73
A89616,RICKLETON MEDICAL CENTRE,RTFDJ,ALNWICK INFIRMARY,3309.29
A89616,RICKLETON MEDICAL CENTRE,RTFDR,HEXHAM GENERAL HOSPITAL,2423.48
A89616,RICKLETON MEDICAL CENTRE,RTFED,WANSBECK HOSPITAL,2257.84
A89017,MILLFIELD MEDICAL GROUP,R0B01,SUNDERLAND ROYAL HOSPITAL,138.02
A89017,MILLFIELD MEDICAL GROUP,RXPCP,UNIVERSITY HOSPITAL OF NORTH DURHAM,1732.26
A89017,MILLFIELD MEDICAL GROUP,RXPDA,DARLINGTON MEMORIAL HOSPITAL,2689.25
A89017,MILLFIELD MEDICAL GROUP,RTDCA,PONTELAND ROAD URGENT TREATMENT CENTRE,1673.1
A89017,MILLFIELD MEDICAL GROUP,RTFDH,BERWICK INFIRMARY,5484.59
A89017,MILLFIELD MEDICAL GROUP,RTFDJ,ALNWICK INFIRMARY,3417.15
A89017,MILLFIELD MEDICAL GROUP,RTFDR,HEXHAM GENERAL HOSPITAL,2834.97
A89017,MILLFIELD MEDICAL GROUP,RTFED,WANSBECK HOSPITAL,2294.29
A89021,KEPIER MEDICAL PRACTICE,R0B01,SUNDERLAND ROYAL HOSPITAL,819.52
A89021,KEPIER MEDICAL PRACTICE,RXPCP,UNIVERSITY HOSPITAL OF NORTH DURHAM,1143.32
A89021,KEPIER MEDICAL PRACTICE,RXPDA,DARLINGTON MEMORIAL HOSPITAL,2178.51
A89021,KEPIER MEDICAL PRACTICE,RTDCA,PONTELAND ROAD URGENT TREATMENT CENTRE,1736.76
A89021,KEPIER MEDICAL PRACTICE,RTFDH,BERWICK INFIRMARY,5548.25
A89021,KEPIER MEDICAL PRACTICE,RTFDJ,ALNWICK INFIRMARY,3480.81
A89021,KEPIER MEDICAL PRACTICE,RTFDR,HEXHAM GENERAL HOSPITAL,2758.85
A89021,KEPIER MEDICAL PRACTICE,RTFED,WANSBECK HOSPITAL,2357.95
A89027,SPRINGWELL MEDICAL GROUP,R0B01,SUNDERLAND ROYAL HOSPITAL,290.36
A89024,THE BROADWAY MEDICAL PRACTICE,R0B01,SUNDERLAND ROYAL HOSPITAL,290.36
A89027,SPRINGWELL MEDICAL GROUP,RXPCP,UNIVERSITY HOSPITAL OF NORTH DURHAM,1642.27
A89024,THE BROADWAY MEDICAL PRACTICE,RXPCP,UNIVERSITY HOSPITAL OF NORTH DURHAM,1642.27
A89027,SPRINGWELL MEDICAL GROUP,RXPDA,DARLINGTON MEMORIAL HOSPITAL,2567.41
A89024,THE BROADWAY MEDICAL PRACTICE,RXPDA,DARLINGTON MEMORIAL HOSPITAL,2567.41
A89027,SPRINGWELL MEDICAL GROUP,RTDCA,PONTELAND ROAD URGENT TREATMENT CENTRE,1586.04
A89024,THE BROADWAY MEDICAL PRACTICE,RTDCA,PONTELAND ROAD URGENT TREATMENT CENTRE,1586.04
A89027,SPRINGWELL MEDICAL GROUP,RTFDH,BERWICK INFIRMARY,5397.53
A89024,THE BROADWAY MEDICAL PRACTICE,RTFDH,BERWICK INFIRMARY,5397.53
A89027,SPRINGWELL MEDICAL GROUP,RTFDJ,ALNWICK INFIRMARY,3330.09
A89024,THE BROADWAY MEDICAL PRACTICE,RTFDJ,ALNWICK INFIRMARY,3330.09
A89027,SPRINGWELL MEDICAL GROUP,RTFDR,HEXHAM GENERAL HOSPITAL,2749.39
A89024,THE BROADWAY MEDICAL PRACTICE,RTFDR,HEXHAM GENERAL HOSPITAL,2749.39
A89027,SPRINGWELL MEDICAL GROUP,RTFED,WANSBECK HOSPITAL,2207.23
A89024,THE BROADWAY MEDICAL PRACTICE,RTFED,WANSBECK HOSPITAL,2207.23
A89030,WESTBOURNE MEDICAL GROUP,R0B01,SUNDERLAND ROYAL HOSPITAL,702.95
A89030,WESTBOURNE MEDICAL GROUP,RXPCP,UNIVERSITY HOSPITAL OF NORTH DURHAM,1224.56
A89030,WESTBOURNE MEDICAL GROUP,RXPDA,DARLINGTON MEMORIAL HOSPITAL,2181.55
A89030,WESTBOURNE MEDICAL GROUP,RTDCA,PONTELAND ROAD URGENT TREATMENT CENTRE,1448.48
A89030,WESTBOURNE MEDICAL GROUP,RTFDH,BERWICK INFIRMARY,5395.51
A89030,WESTBOURNE MEDICAL GROUP,RTFDJ,ALNWICK INFIRMARY,3328.07
A89030,WESTBOURNE MEDICAL GROUP,RTFDR,HEXHAM GENERAL HOSPITAL,2442.26
A89030,WESTBOURNE MEDICAL GROUP,RTFED,WANSBECK HOSPITAL,2242.9
A87016,THE VILLAGE GREEN SURGERY,R0B01,SUNDERLAND ROYAL HOSPITAL,1348.92
A87016,THE VILLAGE GREEN SURGERY,RXPCP,UNIVERSITY HOSPITAL OF NORTH DURHAM,2080.51
A87016,THE VILLAGE GREEN SURGERY,RXPDA,DARLINGTON MEMORIAL HOSPITAL,3037.5
A87016,THE VILLAGE GREEN SURGERY,RTDCA,PONTELAND ROAD URGENT TREATMENT CENTRE,835.09
A87016,THE VILLAGE GREEN SURGERY,RTFDH,BERWICK INFIRMARY,4620.29
A87016,THE VILLAGE GREEN SURGERY,RTFDJ,ALNWICK INFIRMARY,2552.86
A87016,THE VILLAGE GREEN SURGERY,RTFDR,HEXHAM GENERAL HOSPITAL,2284.18
A87016,THE VILLAGE GREEN SURGERY,RTFED,WANSBECK HOSPITAL,1429.99
A87019,NELSON MEDICAL GROUP,R0B01,SUNDERLAND ROYAL HOSPITAL,1248.15
A87019,NELSON MEDICAL GROUP,RXPCP,UNIVERSITY HOSPITAL OF NORTH DURHAM,1979.74
A87019,NELSON MEDICAL GROUP,RXPDA,DARLINGTON MEMORIAL HOSPITAL,2936.73
A87019,NELSON MEDICAL GROUP,RTDCA,PONTELAND ROAD URGENT TREATMENT CENTRE,1172.41
A87019,NELSON MEDICAL GROUP,RTFDH,BERWICK INFIRMARY,4675.92
A87019,NELSON MEDICAL GROUP,RTFDJ,ALNWICK INFIRMARY,2608.49
A87019,NELSON MEDICAL GROUP,RTFDR,HEXHAM GENERAL HOSPITAL,2551.91
A87019,NELSON MEDICAL GROUP,RTFED,WANSBECK HOSPITAL,1485.62
A85010,CHAINBRIDGE MEDICAL PARTNERSHIP,R0B01,SUNDERLAND ROYAL HOSPITAL,1632.24
A85010,CHAINBRIDGE MEDICAL PARTNERSHIP,RXPCP,UNIVERSITY HOSPITAL OF NORTH DURHAM,1954.02
A85010,CHAINBRIDGE MEDICAL PARTNERSHIP,RXPDA,DARLINGTON MEMORIAL HOSPITAL,2951.13
A85010,CHAINBRIDGE MEDICAL PARTNERSHIP,RTDCA,PONTELAND ROAD URGENT TREATMENT CENTRE,571.11
A85010,CHAINBRIDGE MEDICAL PARTNERSHIP,RTFDH,BERWICK INFIRMARY,4436.56
A85010,CHAINBRIDGE MEDICAL PARTNERSHIP,RTFDJ,ALNWICK INFIRMARY,2369.13
A85010,CHAINBRIDGE MEDICAL PARTNERSHIP,RTFDR,HEXHAM GENERAL HOSPITAL,1483.32
A85010,CHAINBRIDGE MEDICAL PARTNERSHIP,RTFED,WANSBECK HOSPITAL,1542.89
A85617,SUNNISIDE SURGERY,R0B01,SUNDERLAND ROYAL HOSPITAL,1354.7
A85617,SUNNISIDE SURGERY,RXPCP,UNIVERSITY HOSPITAL OF NORTH DURHAM,1289.03
A85617,SUNNISIDE SURGERY,RXPDA,DARLINGTON MEMORIAL HOSPITAL,2520.08
A85617,SUNNISIDE SURGERY,RTDCA,PONTELAND ROAD URGENT TREATMENT CENTRE,1015.63
A85617,SUNNISIDE SURGERY,RTFDH,BERWICK INFIRMARY,4881.07
A85617,SUNNISIDE SURGERY,RTFDJ,ALNWICK INFIRMARY,2813.64
A85617,SUNNISIDE SURGERY,RTFDR,HEXHAM GENERAL HOSPITAL,1927.83
A85617,SUNNISIDE SURGERY,RTFED,WANSBECK HOSPITAL,1987.4
A84034,HALTWHISTLE MEDICAL GROUP,R0B01,SUNDERLAND ROYAL HOSPITAL,3860.29
A84034,HALTWHISTLE MEDICAL GROUP,RXPCP,UNIVERSITY HOSPITAL OF NORTH DURHAM,3543.88
A84034,HALTWHISTLE MEDICAL GROUP,RXPDA,DARLINGTON MEMORIAL HOSPITAL,4803.09
A84034,HALTWHISTLE MEDICAL GROUP,RTDCA,PONTELAND ROAD URGENT TREATMENT CENTRE,2509.61
A84034,HALTWHISTLE MEDICAL GROUP,RTFDH,BERWICK INFIRMARY,6375.05
A84034,HALTWHISTLE MEDICAL GROUP,RTFDJ,ALNWICK INFIRMARY,4307.62
A84034,HALTWHISTLE MEDICAL GROUP,RTFDR,HEXHAM GENERAL HOSPITAL,1367.81
A84034,HALTWHISTLE MEDICAL GROUP,RTFED,WANSBECK HOSPITAL,3481.38
A84007,PONTELAND MEDICAL GROUP,R0B01,SUNDERLAND ROYAL HOSPITAL,2192.45
A84011,WHITE MEDICAL GROUP,R0B01,SUNDERLAND ROYAL HOSPITAL,2192.45
A84007,PONTELAND MEDICAL GROUP,RXPCP,UNIVERSITY HOSPITAL OF NORTH DURHAM,2644.22
A84011,WHITE MEDICAL GROUP,RXPCP,UNIVERSITY HOSPITAL OF NORTH DURHAM,2644.22
A84007,PONTELAND MEDICAL GROUP,RXPDA,DARLINGTON MEMORIAL HOSPITAL,3601.21
A84011,WHITE MEDICAL GROUP,RXPDA,DARLINGTON MEMORIAL HOSPITAL,3601.21
A84007,PONTELAND MEDICAL GROUP,RTDCA,PONTELAND ROAD URGENT TREATMENT CENTRE,709.99
A84011,WHITE MEDICAL GROUP,RTDCA,PONTELAND ROAD URGENT TREATMENT CENTRE,709.99
A84007,PONTELAND MEDICAL GROUP,RTFDH,BERWICK INFIRMARY,4215.01
A84011,WHITE MEDICAL GROUP,RTFDH,BERWICK INFIRMARY,4215.01
A84007,PONTELAND MEDICAL GROUP,RTFDJ,ALNWICK INFIRMARY,2147.57
A84011,WHITE MEDICAL GROUP,RTFDJ,ALNWICK INFIRMARY,2147.57
A84007,PONTELAND MEDICAL GROUP,RTFDR,HEXHAM GENERAL HOSPITAL,1583.51
A84011,WHITE MEDICAL GROUP,RTFDR,HEXHAM GENERAL HOSPITAL,1583.51
A84007,PONTELAND MEDICAL GROUP,RTFED,WANSBECK HOSPITAL,1424.51
A84011,WHITE MEDICAL GROUP,RTFED,WANSBECK HOSPITAL,1424.51
A89617,I J HEALTHCARE,R0B01,SUNDERLAND ROYAL HOSPITAL,763.37
A89617,I J HEALTHCARE,RXPCP,UNIVERSITY HOSPITAL OF NORTH DURHAM,1119.84
A89617,I J HEALTHCARE,RXPDA,DARLINGTON MEMORIAL HOSPITAL,2076.83
A89617,I J HEALTHCARE,RTDCA,PONTELAND ROAD URGENT TREATMENT CENTRE,1343.76
A89617,I J HEALTHCARE,RTFDH,BERWICK INFIRMARY,5290.79
A89617,I J HEALTHCARE,RTFDJ,ALNWICK INFIRMARY,3223.35
A89617,I J HEALTHCARE,RTFDR,HEXHAM GENERAL HOSPITAL,2337.54
A89617,I J HEALTHCARE,RTFED,WANSBECK HOSPITAL,2155.02
A89032,NEW SILKSWORTH MEDICAL PRACTICE,R0B01,SUNDERLAND ROYAL HOSPITAL,480.28
A89011,VILLAGE SURGERY PARTNERSHIP,R0B01,SUNDERLAND ROYAL HOSPITAL,480.28
A89032,NEW SILKSWORTH MEDICAL PRACTICE,RXPCP,UNIVERSITY HOSPITAL OF NORTH DURHAM,1520.7
A89011,VILLAGE SURGERY PARTNERSHIP,RXPCP,UNIVERSITY HOSPITAL OF NORTH DURHAM,1520.7
A89032,NEW SILKSWORTH MEDICAL PRACTICE,RXPDA,DARLINGTON MEMORIAL HOSPITAL,2445.84
A89011,VILLAGE SURGERY PARTNERSHIP,RXPDA,DARLINGTON MEMORIAL HOSPITAL,2445.84
A89032,NEW SILKSWORTH MEDICAL PRACTICE,RTDCA,PONTELAND ROAD URGENT TREATMENT CENTRE,1658.12
A89011,VILLAGE SURGERY PARTNERSHIP,RTDCA,PONTELAND ROAD URGENT TREATMENT CENTRE,1658.12
A89032,NEW SILKSWORTH MEDICAL PRACTICE,RTFDH,BERWICK INFIRMARY,5469.6
A89011,VILLAGE SURGERY PARTNERSHIP,RTFDH,BERWICK INFIRMARY,5469.6
A89032,NEW SILKSWORTH MEDICAL PRACTICE,RTFDJ,ALNWICK INFIRMARY,3402.17
A89011,VILLAGE SURGERY PARTNERSHIP,RTFDJ,ALNWICK INFIRMARY,3402.17
A89032,NEW SILKSWORTH MEDICAL PRACTICE,RTFDR,HEXHAM GENERAL HOSPITAL,2821.46
A89011,VILLAGE SURGERY PARTNERSHIP,RTFDR,HEXHAM GENERAL HOSPITAL,2821.46
A89032,NEW SILKSWORTH MEDICAL PRACTICE,RTFED,WANSBECK HOSPITAL,2279.3
A89011,VILLAGE SURGERY PARTNERSHIP,RTFED,WANSBECK HOSPITAL,2279.3
A84614,THE ADDERLANE SURGERY,R0B01,SUNDERLAND ROYAL HOSPITAL,2196.57
A84614,THE ADDERLANE SURGERY,RXPCP,UNIVERSITY HOSPITAL OF NORTH DURHAM,2357.63
A84614,THE ADDERLANE SURGERY,RXPDA,DARLINGTON MEMORIAL HOSPITAL,3515.45
A84614,THE ADDERLANE SURGERY,RTDCA,PONTELAND ROAD URGENT TREATMENT CENTRE,1135.44
A84614,THE ADDERLANE SURGERY,RTFDH,BERWICK INFIRMARY,5000.88
A84614,THE ADDERLANE SURGERY,RTFDJ,ALNWICK INFIRMARY,2933.45
A84614,THE ADDERLANE SURGERY,RTFDR,HEXHAM GENERAL HOSPITAL,1248.91
A84614,THE ADDERLANE SURGERY,RTFED,WANSBECK HOSPITAL,2107.21
A88009,DR THORNILEY-WALKER & PARTNERS,R0B01,SUNDERLAND ROYAL HOSPITAL,778.27
A88016,COLLIERY COURT MEDICAL GROUP,R0B01,SUNDERLAND ROYAL HOSPITAL,778.27
A88009,DR THORNILEY-WALKER & PARTNERS,RXPCP,UNIVERSITY HOSPITAL OF NORTH DURHAM,1539.46
A88016,COLLIERY COURT MEDICAL GROUP,RXPCP,UNIVERSITY HOSPITAL OF NORTH DURHAM,1539.46
A88009,DR THORNILEY-WALKER & PARTNERS,RXPDA,DARLINGTON MEMORIAL HOSPITAL,2496.46
A88016,COLLIERY COURT MEDICAL GROUP,RXPDA,DARLINGTON MEMORIAL HOSPITAL,2496.46
A88009,DR THORNILEY-WALKER & PARTNERS,RTDCA,PONTELAND ROAD URGENT TREATMENT CENTRE,1264.51
A88016,COLLIERY COURT MEDICAL GROUP,RTDCA,PONTELAND ROAD URGENT TREATMENT CENTRE,1264.51
A88009,DR THORNILEY-WALKER & PARTNERS,RTFDH,BERWICK INFIRMARY,4997.5
A88016,COLLIERY COURT MEDICAL GROUP,RTFDH,BERWICK INFIRMARY,4997.5
A88009,DR THORNILEY-WALKER & PARTNERS,RTFDJ,ALNWICK INFIRMARY,2930.06
A88016,COLLIERY COURT MEDICAL GROUP,RTFDJ,ALNWICK INFIRMARY,2930.06
A88009,DR THORNILEY-WALKER & PARTNERS,RTFDR,HEXHAM GENERAL HOSPITAL,2687.35
A88016,COLLIERY COURT MEDICAL GROUP,RTFDR,HEXHAM GENERAL HOSPITAL,2687.35
A88009,DR THORNILEY-WALKER & PARTNERS,RTFED,WANSBECK HOSPITAL,1807.2
A88016,COLLIERY COURT MEDICAL GROUP,RTFED,WANSBECK HOSPITAL,1807.2
A84006,ALNWICK MEDICAL GROUP,R0B01,SUNDERLAND ROYAL HOSPITAL,3289.31
A84006,ALNWICK MEDICAL GROUP,RXPCP,UNIVERSITY HOSPITAL OF NORTH DURHAM,4020.9
A84006,ALNWICK MEDICAL GROUP,RXPDA,DARLINGTON MEMORIAL HOSPITAL,4977.9
A84006,ALNWICK MEDICAL GROUP,RTDCA,PONTELAND ROAD URGENT TREATMENT CENTRE,2172.94
A84006,ALNWICK MEDICAL GROUP,RTFDH,BERWICK INFIRMARY,2306.78
A84006,ALNWICK MEDICAL GROUP,RTFDJ,ALNWICK INFIRMARY,72.65
A84006,ALNWICK MEDICAL GROUP,RTFDR,HEXHAM GENERAL HOSPITAL,3361.05
A84006,ALNWICK MEDICAL GROUP,RTFED,WANSBECK HOSPITAL,1912.67
A85611,PELAW MEDICAL PRACTICE,R0B01,SUNDERLAND ROYAL HOSPITAL,1017.9
A85611,PELAW MEDICAL PRACTICE,RXPCP,UNIVERSITY HOSPITAL OF NORTH DURHAM,1554.75
A85611,PELAW MEDICAL PRACTICE,RXPDA,DARLINGTON MEMORIAL HOSPITAL,2511.74
A85611,PELAW MEDICAL PRACTICE,RTDCA,PONTELAND ROAD URGENT TREATMENT CENTRE,910.9
A85611,PELAW MEDICAL PRACTICE,RTFDH,BERWICK INFIRMARY,5171.94
A85611,PELAW MEDICAL PRACTICE,RTFDJ,ALNWICK INFIRMARY,3104.5
A85611,PELAW MEDICAL PRACTICE,RTFDR,HEXHAM GENERAL HOSPITAL,2333.74
A85611,PELAW MEDICAL PRACTICE,RTFED,WANSBECK HOSPITAL,2066.92
A84028,SEATON PARK MEDICAL GROUP,R0B01,SUNDERLAND ROYAL HOSPITAL,2199.5
A84028,SEATON PARK MEDICAL GROUP,RXPCP,UNIVERSITY HOSPITAL OF NORTH DURHAM,2931.09
A84028,SEATON PARK MEDICAL GROUP,RXPDA,DARLINGTON MEMORIAL HOSPITAL,3888.08
A84028,SEATON PARK MEDICAL GROUP,RTDCA,PONTELAND ROAD URGENT TREATMENT CENTRE,1440.05
A84028,SEATON PARK MEDICAL GROUP,RTFDH,BERWICK INFIRMARY,4077.2
A84028,SEATON PARK MEDICAL GROUP,RTFDJ,ALNWICK INFIRMARY,2009.77
A84028,SEATON PARK MEDICAL GROUP,RTFDR,HEXHAM GENERAL HOSPITAL,2628.16
A84028,SEATON PARK MEDICAL GROUP,RTFED,WANSBECK HOSPITAL,376.75
A86018,THE GROVE MEDICAL GROUP,R0B01,SUNDERLAND ROYAL HOSPITAL,1694.39
A86018,THE GROVE MEDICAL GROUP,RXPCP,UNIVERSITY HOSPITAL OF NORTH DURHAM,2231.24
A86018,THE GROVE MEDICAL GROUP,RXPDA,DARLINGTON MEMORIAL HOSPITAL,3188.23
A86018,THE GROVE MEDICAL GROUP,RTDCA,PONTELAND ROAD URGENT TREATMENT CENTRE,399.77
A86018,THE GROVE MEDICAL GROUP,RTFDH,BERWICK INFIRMARY,4285.38
A86018,THE GROVE MEDICAL GROUP,RTFDJ,ALNWICK INFIRMARY,2217.94
A86018,THE GROVE MEDICAL GROUP,RTFDR,HEXHAM GENERAL HOSPITAL,1773.07
A86018,THE GROVE MEDICAL GROUP,RTFED,WANSBECK HOSPITAL,1391.7
A87006,49 MARINE AVENUE SURGERY,R0B01,SUNDERLAND ROYAL HOSPITAL,1731.68
A87006,49 MARINE AVENUE SURGERY,RXPCP,UNIVERSITY HOSPITAL OF NORTH DURHAM,2463.27
A87006,49 MARINE AVENUE SURGERY,RXPDA,DARLINGTON MEMORIAL HOSPITAL,3420.26
A87006,49 MARINE AVENUE SURGERY,RTDCA,PONTELAND ROAD URGENT TREATMENT CENTRE,1459.09
A87006,49 MARINE AVENUE SURGERY,RTFDH,BERWICK INFIRMARY,4771.21
A87006,49 MARINE AVENUE SURGERY,RTFDJ,ALNWICK INFIRMARY,2703.78
A87006,49 MARINE AVENUE SURGERY,RTFDR,HEXHAM GENERAL HOSPITAL,2647.2
A87006,49 MARINE AVENUE SURGERY,RTFED,WANSBECK HOSPITAL,1466.33
A86023,BENFIELD PARK MEDICAL GROUP,R0B01,SUNDERLAND ROYAL HOSPITAL,1451.54
A86023,BENFIELD PARK MEDICAL GROUP,RXPCP,UNIVERSITY HOSPITAL OF NORTH DURHAM,2183.13
A86023,BENFIELD PARK MEDICAL GROUP,RXPDA,DARLINGTON MEMORIAL HOSPITAL,3140.12
A86023,BENFIELD PARK MEDICAL GROUP,RTDCA,PONTELAND ROAD URGENT TREATMENT CENTRE,667.54
A86023,BENFIELD PARK MEDICAL GROUP,RTFDH,BERWICK INFIRMARY,4642.32
A86023,BENFIELD PARK MEDICAL GROUP,RTFDJ,ALNWICK INFIRMARY,2574.89
A86023,BENFIELD PARK MEDICAL GROUP,RTFDR,HEXHAM GENERAL HOSPITAL,2116.63
A86023,BENFIELD PARK MEDICAL GROUP,RTFED,WANSBECK HOSPITAL,1452.02
A86013,DENTON PARK MEDICAL GROUP,R0B01,SUNDERLAND ROYAL HOSPITAL,1900.91
A86013,DENTON PARK MEDICAL GROUP,RXPCP,UNIVERSITY HOSPITAL OF NORTH DURHAM,2262.81
A86013,DENTON PARK MEDICAL GROUP,RXPDA,DARLINGTON MEMORIAL HOSPITAL,3219.8
A86013,DENTON PARK MEDICAL GROUP,RTDCA,PONTELAND ROAD URGENT TREATMENT CENTRE,433.23
A86013,DENTON PARK MEDICAL GROUP,RTFDH,BERWICK INFIRMARY,4309.18
A86013,DENTON PARK MEDICAL GROUP,RTFDJ,ALNWICK INFIRMARY,2241.75
A86013,DENTON PARK MEDICAL GROUP,RTFDR,HEXHAM GENERAL HOSPITAL,1329.72
A86013,DENTON PARK MEDICAL GROUP,RTFED,WANSBECK HOSPITAL,1415.51
A85021,SECOND STREET SURGERY,R0B01,SUNDERLAND ROYAL HOSPITAL,1325.67
